edge_id,from_node,to_node,base_length,base_speed_limit,road_type,lanes,is_oneway
2179,384671144,384669147,69.604,50.0,residential,1,1
2180,384671148,384670581,76.907,50.0,residential,1,1
2181,384671148,384671144,137.10899999999998,50.0,residential,1,1
2182,384673348,1628415522,38.64,50.0,residential,1,1
2183,384673348,384671148,85.63,50.0,residential,1,1
2184,384673698,384730905,139.521,50.0,residential,2,1
2185,384674447,6427502028,15.694,50.0,residential,1,1
2186,384674447,384675965,94.49699999999999,50.0,residential,1,1
2187,384674784,384675853,26.123,50.0,residential,1,1
2188,384674784,496175385,47.504,50.0,residential,1,1
2189,384674787,384674784,70.76,50.0,residential,1,1
2190,384674787,384668105,29.329,50.0,residential,1,1
2191,384674961,384668105,59.694,50.0,residential,1,1
2192,384674961,384674784,64.921,50.0,residential,1,1
2193,384674962,384674961,50.027,50.0,residential,1,1
2194,384674962,1628415509,37.908,50.0,residential,1,1
2195,384675482,4018542415,30.064,50.0,residential,1,1
2196,384675578,357493840,49.763,50.0,residential,1,1
2197,384675578,384675739,88.682,50.0,residential,1,1
2198,384675739,384675741,71.064,50.0,residential,1,0
2199,384675741,384726502,5.62,50.0,residential,1,1
2200,384675741,384675739,71.064,50.0,residential,1,0
2201,384675853,2274162150,12.885,50.0,residential,1,1
2202,384675878,1083454176,43.422,50.0,residential,1,1
2203,384675878,412531396,77.821,30.0,residential,1,1
2204,384675965,496175387,94.927,50.0,residential,1,1
2205,384675965,384730662,31.375,50.0,residential,1,1
2206,384676006,357493148,20.529,50.0,residential,1,1
2207,384676006,4139634023,84.277,50.0,residential,1,1
2208,384676600,57046735,60.93600000000001,50.0,residential,1,1
2209,384676600,4018510522,19.439999999999998,50.0,residential,2,1
2210,384676600,4018510533,22.271,50.0,residential,2,1
2211,384677576,539617401,17.734,30.0,residential,1,1
2212,384677768,384678214,189.514,50.0,residential,1,1
2213,384677768,4023817515,30.301,30.0,residential,1,0
2214,384677991,3988271551,66.968,50.0,secondary,3,1
2215,384677991,3987152341,101.38900000000001,50.0,residential,1,1
2216,384678214,384679001,68.164,50.0,residential,1,1
2217,384678214,384677991,170.073,50.0,residential,1,1
2218,384679001,384687032,366.413,30.0,residential,1,1
2219,384679001,315468520,74.553,50.0,residential,2,1
2220,384682788,384683898,31.696,30.0,residential,1,0
2221,384682788,440059999,4.971,30.0,residential,1,1
2222,384683898,384682788,31.696,30.0,residential,1,0
2223,384687032,357505228,79.434,30.0,residential,1,1
2224,384687032,384687040,112.156,30.0,residential,1,1
2225,384687040,384692739,60.763000000000005,30.0,residential,1,1
2226,384687440,334711446,46.537,30.0,residential,1,1
2227,384690638,384690639,13.952,30.0,residential,1,1
2228,384690639,384691691,83.434,30.0,residential,1,1
2229,384690639,384691682,74.561,30.0,residential,1,1
2230,384690640,384693618,35.367,50.0,residential,1,0
2231,384690640,384694041,116.62099999999998,30.0,residential,1,1
2232,384690640,334712025,129.708,50.0,residential,2,0
2233,384691682,384691691,69.998,30.0,residential,1,1
2234,384691682,384691747,79.486,50.0,residential,1,1
2235,384691691,384690640,64.988,30.0,residential,1,1
2236,384691747,334712025,78.63,50.0,tertiary,2,0
2237,384691747,2384741926,106.628,50.0,tertiary,2,0
2238,384692739,384692884,59.277,30.0,residential,1,1
2239,384692739,384687440,62.492,30.0,residential,1,1
2240,384692884,384690638,46.349000000000004,30.0,residential,1,1
2241,384693618,334712285,49.021,50.0,residential,1,0
2242,384693618,384690640,35.367,50.0,residential,1,0
2243,384693618,384692884,143.709,30.0,residential,1,1
2244,384693961,412404252,11.788,30.0,residential,1,1
2245,384693961,357505224,126.019,30.0,residential,1,1
2246,384694041,384693961,93.941,30.0,residential,1,1
2247,384694639,384695042,196.18099999999998,50.0,residential,1,1
2248,384694639,357500272,59.396,50.0,tertiary,2,1
2249,384695042,286754329,28.759,50.0,tertiary,2,1
2250,384719374,384661649,59.722,50.0,residential,1,1
2251,384719374,10578430746,152.321,50.0,residential,1,1
2252,384726502,2268450648,51.234,50.0,residential,1,1
2253,384726502,5957905807,20.892,50.0,residential,1,0
2254,384730662,5957905807,24.043,50.0,residential,1,1
2255,384730905,4013462837,78.316,50.0,residential,1,1
2256,384731941,384670581,133.663,50.0,residential,1,1
2257,384731941,384669178,68.309,50.0,residential,1,1
2258,384731941,4637515475,143.698,50.0,residential,1,0
2259,384732671,384732672,97.637,50.0,residential,1,1
2260,384732671,549240225,121.864,30.0,residential,1,1
2261,384732672,5959043985,168.74200000000002,50.0,residential,1,1
2262,384732672,384677991,78.22800000000001,50.0,secondary,2,1
2263,384741724,476379062,50.403,30.0,residential,1,1
2264,384741724,3307421769,169.419,50.0,residential,1,1
2265,384741725,384662487,51.731,50.0,residential,1,1
2266,384741725,384741724,149.206,50.0,residential,1,1
2267,384741759,384653018,57.179,30.0,residential,1,1
2268,384741761,384741759,78.472,50.0,residential,1,1
2269,384741761,384660615,117.334,30.0,residential,1,1
2270,384759545,440062849,13.238,50.0,residential,1,1
2271,384759545,1724608656,22.391,50.0,secondary,3,1
2272,386012533,2473987382,9.452,30.0,tertiary,1,1
2273,386012533,11155512363,37.966,50.0,tertiary,1,1
2274,386012533,442893185,123.898,50.0,residential,1,0
2275,386012536,1695279041,164.795,30.0,residential,1,1
2276,386012536,1698173571,67.756,30.0,tertiary,1,1
2277,387490405,387490406,70.129,30.0,residential,1,0
2278,387490405,681533985,20.24,30.0,residential,1,0
2279,387490405,681533984,18.209,30.0,residential,1,0
2280,387490406,387490405,70.129,30.0,residential,1,0
2281,387490406,369338898,74.288,30.0,residential,1,0
2282,387490406,679331025,25.944,30.0,residential,1,0
2283,387490482,387490551,13.116,30.0,residential,1,0
2284,387490482,387490781,51.44,30.0,residential,1,0
2285,387490482,417645686,221.401,50.0,tertiary,1,1
2286,387490551,387490482,13.116,30.0,residential,1,0
2287,387490551,387490553,80.625,30.0,residential,1,0
2288,387490551,1164229504,130.131,50.0,tertiary,1,1
2289,387490553,681535275,76.425,30.0,residential,1,1
2290,387490553,417645393,168.909,30.0,residential,1,1
2291,387490553,387490551,80.625,30.0,residential,1,0
2292,387490555,369339017,70.83,30.0,residential,1,1
2293,387490781,471560039,70.25,30.0,residential,1,1
2294,387490781,387490482,51.44,30.0,residential,1,0
2295,387490781,471560309,555.506,50.0,living_street,1,0
2296,387490782,416631044,87.99600000000001,30.0,residential,1,0
2297,387490782,2763587032,127.408,30.0,residential,1,0
2298,387492231,345395870,15.871,30.0,tertiary,1,0
2299,387492231,412821294,50.078,30.0,residential,1,0
2300,387492231,354025339,364.987,60.0,secondary,2,1
2301,387493707,387494857,210.209,50.0,residential,1,1
2302,387493707,387493754,77.179,50.0,residential,1,1
2303,387493754,2473987515,68.84400000000001,50.0,tertiary,2,1
2304,387494738,387494743,98.841,50.0,residential,1,0
2305,387494738,12084734255,60.489000000000004,50.0,residential,1,0
2306,387494738,10578420600,84.282,50.0,residential,1,0
2307,387494743,387494738,98.841,50.0,residential,1,0
2308,387494857,286546551,69.83,50.0,residential,3,1
2309,387496059,287237424,108.882,30.0,residential,1,1
2310,387496222,284915964,45.273,50.0,tertiary,1,0
2311,387496222,387496059,90.809,30.0,residential,1,1
2312,387496222,287237779,107.109,50.0,tertiary,1,0
2313,387497047,342365166,19.016,50.0,residential,1,0
2314,387497047,342378333,55.403000000000006,50.0,tertiary,1,1
2315,387497047,342382517,82.212,30.0,residential,1,1
2316,387497657,387497762,119.26,30.0,residential,1,1
2317,387497657,342361863,65.346,50.0,tertiary,1,0
2318,387497657,342359328,72.47699999999999,50.0,tertiary,1,0
2319,387497762,342371984,80.53,30.0,residential,1,1
2320,387519294,342354796,144.266,30.0,residential,1,1
2321,387519294,342355075,16.533,50.0,tertiary,1,0
2322,387519294,518158039,158.202,50.0,tertiary,1,0
2323,388514335,318753098,733.449,90.0,motorway,4,1
2324,388561082,540449079,60.503,50.0,residential,1,0
2325,388561082,1200005672,27.252,50.0,residential,1,1
2326,388561082,540442213,277.867,50.0,tertiary,1,1
2327,392067695,381540455,99.224,30.0,residential,1,1
2328,392067702,471483846,59.362,30.0,residential,1,1
2329,392067702,392067695,337.361,30.0,residential,1,1
2330,401546169,10985355496,116.606,50.0,residential,1,0
2331,401546169,10985378579,50.592999999999996,50.0,residential,1,1
2332,403794706,403794707,51.093,30.0,residential,1,0
2333,403794706,354040527,49.102,30.0,residential,1,0
2334,403794706,354040526,82.844,30.0,residential,1,0
2335,403794707,403794706,51.093,30.0,residential,1,0
2336,403794707,354040527,178.0,30.0,residential,1,0
2337,403794707,1152351364,125.30700000000002,30.0,residential,1,0
2338,404498390,518158005,19.334,30.0,residential,1,0
2339,404498390,405125317,51.977,30.0,residential,1,0
2340,404498390,4033905186,57.135,30.0,residential,1,0
2341,404498395,440076104,6.114,30.0,residential,1,0
2342,404498395,1064391797,113.107,50.0,tertiary,1,1
2343,404498395,4033905186,55.926,30.0,residential,1,0
2344,404498670,4033905186,129.889,30.0,living_street,1,1
2345,404498670,10985378689,100.198,50.0,tertiary,1,1
2346,404499201,410114837,49.585,30.0,residential,1,0
2347,404499201,139723,131.326,30.0,residential,1,1
2348,405124989,4033905186,51.709,30.0,residential,1,0
2349,405125317,404498390,51.977,30.0,residential,1,0
2350,406399586,286542239,95.798,30.0,tertiary,1,1
2351,406399586,540420824,40.228,50.0,residential,1,1
2352,409470847,361102158,18.819,50.0,tertiary,1,1
2353,409470847,1141926340,29.161,70.0,tertiary,3,1
2354,409472694,10814034527,157.398,50.0,residential,1,0
2355,409472694,3666392294,59.882000000000005,50.0,residential,1,1
2356,409473182,409473188,134.183,50.0,residential,1,1
2357,409473182,11433131999,885.368,50.0,residential,1,0
2358,409473188,409473182,118.177,50.0,residential,1,1
2359,409473188,11267492245,95.146,50.0,residential,1,0
2360,409473614,10829428954,11.605,50.0,residential,1,0
2361,409473614,2869146146,152.392,50.0,residential,1,0
2362,409473614,1750275770,120.447,50.0,residential,1,0
2363,409474194,409474194,116.447,50.0,residential,1,1
2364,409474194,409474204,129.37800000000001,50.0,residential,1,0
2365,409474204,11267492271,174.95700000000002,50.0,residential,1,1
2366,409474204,409474194,129.37800000000001,50.0,residential,1,0
2367,409475952,469933508,17.651,60.0,motorway,3,1
2368,409693240,354044825,30.516,50.0,residential,1,0
2369,409693240,354044077,27.799,50.0,residential,1,0
2370,409693240,409693527,45.436,50.0,tertiary_link,1,1
2371,409693527,1141926378,208.287,70.0,tertiary,1,1
2372,409693882,409694582,7.246,70.0,tertiary,3,1
2373,409693882,1758359987,26.164,30.0,residential,1,1
2374,409694329,409694330,13.215,30.0,residential,1,1
2375,409694329,409734955,28.115000000000002,30.0,residential,1,1
2376,409694330,409694333,21.309,30.0,residential,1,1
2377,409694333,409720363,17.721,50.0,residential,1,1
2378,409694333,409720364,17.593,30.0,residential,1,1
2379,409694342,409694344,12.177000000000001,30.0,residential,1,1
2380,409694342,1758359985,46.604,30.0,residential,2,1
2381,409694344,409694329,20.400000000000002,30.0,residential,1,1
2382,409694582,411814102,10.362,30.0,residential,2,1
2383,409694582,1758359982,22.731,70.0,tertiary,3,1
2384,409720363,409720364,19.149,30.0,residential,1,1
2385,409720363,409720370,110.11000000000001,30.0,residential,1,0
2386,409720364,409694342,22.542999999999996,30.0,residential,1,1
2387,409720370,409720371,14.804,50.0,residential,1,1
2388,409720370,409720363,110.11,30.0,residential,1,0
2389,409720371,409721644,17.08,30.0,residential,1,1
2390,409720373,409720370,17.771,30.0,residential,1,1
2391,409720373,409720371,12.437,30.0,residential,1,1
2392,409721640,409724509,15.111,50.0,residential,1,1
2393,409721640,409721641,9.828,30.0,residential,1,1
2394,409721641,409720373,14.053,30.0,residential,1,1
2395,409721644,409721645,8.364,30.0,residential,1,1
2396,409721644,409725697,13.682,30.0,residential,1,1
2397,409721645,409721647,20.442999999999998,30.0,residential,1,1
2398,409721647,409725791,17.599,50.0,residential,1,1
2399,409721647,409721648,9.687,30.0,residential,1,1
2400,409721648,409721640,18.589,30.0,residential,1,1
2401,409721688,409724506,11.424,50.0,residential,1,1
2402,409721688,409721690,9.364,30.0,residential,1,1
2403,409721690,409723769,31.571,30.0,residential,1,1
2404,409721696,409721688,29.661,30.0,residential,1,1
2405,409721821,409721824,17.072000000000003,30.0,residential,1,1
2406,409721824,409725960,22.824,50.0,residential,1,1
2407,409721824,10983773590,9.342,30.0,residential,1,1
2408,409722025,409727064,14.894,30.0,residential,1,1
2409,409722025,409727307,21.205,30.0,residential,1,1
2410,409722029,10968410651,37.11599999999999,30.0,residential,1,1
2411,409722029,409727055,58.32,30.0,residential,1,0
2412,409722039,3255104744,21.8,30.0,residential,1,1
2413,409722039,409725699,38.568999999999996,30.0,residential,1,1
2414,409722342,409722345,20.474000000000004,30.0,residential,1,1
2415,409722342,409727704,22.46,50.0,residential,1,1
2416,409722345,409722347,7.529,30.0,residential,1,1
2417,409722347,409734987,14.732,30.0,residential,1,1
2418,409722347,409734988,13.954999999999998,30.0,residential,1,1
2419,409722352,409728618,16.747,50.0,residential,1,1
2420,409722352,409722354,8.645,30.0,residential,1,1
2421,409722354,409722357,9.036,30.0,residential,1,1
2422,409722357,409722358,16.784999999999997,30.0,residential,1,1
2423,409722357,409728823,23.341,50.0,residential,1,1
2424,409722358,409722342,5.27,30.0,residential,1,1
2425,409722557,409730400,6.707,50.0,residential,1,1
2426,409722557,409730401,7.487,30.0,residential,1,1
2427,409722561,409722563,9.522,30.0,residential,1,1
2428,409722561,409730391,19.136,50.0,residential,1,1
2429,409722563,409722569,25.238000000000003,30.0,residential,1,1
2430,409722569,409730452,10.723,30.0,residential,1,1
2431,409722569,409730451,23.108,50.0,residential,1,1
2432,409722701,409730171,5.686,30.0,residential,1,1
2433,409722708,409722701,11.916,30.0,residential,1,1
2434,409722708,409728931,24.823999999999998,50.0,residential,1,1
2435,409722737,409722738,46.723,30.0,residential,1,0
2436,409722738,409722737,46.723,30.0,residential,1,0
2437,409722738,409721696,13.658,50.0,residential,1,1
2438,409723769,409722738,13.052,50.0,residential,1,1
2439,409723769,409721696,6.791,30.0,residential,1,1
2440,409724506,409721690,11.383,50.0,residential,1,1
2441,409724506,409724509,16.665,30.0,residential,1,0
2442,409724509,409721641,15.172,50.0,residential,1,1
2443,409724509,409724506,16.665,30.0,residential,1,0
2444,409725697,409725699,95.143,30.0,residential,1,0
2445,409725697,409721645,12.96,50.0,residential,1,1
2446,409725699,3255104744,39.102000000000004,30.0,residential,1,1
2447,409725699,409725697,95.143,30.0,residential,1,0
2448,409725791,409721648,16.638,30.0,residential,1,1
2449,409725791,409725960,97.64699999999999,30.0,residential,1,0
2450,409725960,409725791,97.64699999999999,30.0,residential,1,0
2451,409725960,10983773590,23.964,50.0,residential,1,1
2452,409726977,2084866630,27.847,30.0,residential,1,0
2453,409726977,409721821,39.836,50.0,residential,1,1
2454,409727055,10968410534,5.391,30.0,residential,1,0
2455,409727055,409722029,58.32,30.0,residential,1,0
2456,409727055,409728829,235.28099999999998,30.0,residential,1,0
2457,409727064,409722029,4.069,30.0,residential,1,1
2458,409727307,409727064,22.712,30.0,residential,1,1
2459,409727307,409727704,103.988,30.0,residential,1,0
2460,409727704,409722345,23.231,50.0,residential,1,1
2461,409727704,409727307,103.988,30.0,residential,1,0
2462,409728618,409722354,18.388,50.0,residential,1,1
2463,409728618,409730459,138.47299999999998,30.0,residential,1,0
2464,409728823,409722358,21.445,30.0,residential,1,1
2465,409728823,409728829,121.307,30.0,residential,1,0
2466,409728829,409727055,235.281,30.0,residential,1,0
2467,409728829,409728931,55.542,30.0,residential,1,0
2468,409728829,409728823,121.30699999999999,30.0,residential,1,0
2469,409728931,409722701,23.494,50.0,residential,1,1
2470,409728931,409728829,55.541999999999994,30.0,residential,1,0
2471,409730171,409730173,13.227,30.0,residential,1,1
2472,409730171,409730172,20.897000000000002,50.0,residential,1,1
2473,409730172,409730391,78.048,30.0,residential,1,0
2474,409730172,409730173,19.573,50.0,residential,1,1
2475,409730173,1931484328,21.288,30.0,residential,1,1
2476,409730391,409730172,78.048,30.0,residential,1,0
2477,409730391,409722563,17.551000000000002,50.0,residential,1,1
2478,409730400,409730409,10.915,50.0,residential,1,0
2479,409730400,409730401,8.46,50.0,residential,1,1
2480,409730401,409722561,21.233000000000004,30.0,residential,1,1
2481,409730409,409730400,10.915,50.0,residential,1,0
2482,409730451,409730452,21.698,50.0,residential,1,1
2483,409730451,409730459,85.333,30.0,residential,1,0
2484,409730452,409722557,26.826,30.0,residential,1,1
2485,409730459,10127170956,31.392,30.0,residential,2,0
2486,409730459,409730451,85.333,30.0,residential,1,0
2487,409730459,409728618,138.473,30.0,residential,1,0
2488,409734955,409694330,24.943,30.0,residential,1,1
2489,409734955,409734987,102.478,30.0,residential,1,0
2490,409734987,409734988,15.733,30.0,residential,1,1
2491,409734987,409734955,102.478,30.0,residential,1,0
2492,409734988,409722352,12.207999999999998,30.0,residential,1,1
2493,409835471,2216964326,12.05,50.0,secondary,4,1
2494,409835471,3531593254,97.194,50.0,tertiary,2,1
2495,409835472,2216964312,28.831,50.0,secondary,3,1
2496,409835472,409835471,10.643,50.0,tertiary,4,1
2497,410065569,442898681,13.4,50.0,tertiary,2,1
2498,410065569,1329709,277.399,50.0,secondary,3,1
2499,410114834,410114837,51.02,30.0,residential,1,0
2500,410114834,496179965,115.821,30.0,residential,1,1
2501,410114835,342343497,57.468,30.0,residential,1,1
2502,410114835,4033905181,27.245,50.0,residential,1,0
2503,410114837,410114834,51.02,30.0,residential,1,0
2504,410114837,404499201,49.585,30.0,residential,1,0
2505,410114837,415292027,124.368,30.0,living_street,1,1
2506,410114837,496179967,124.845,30.0,living_street,1,1
2507,410209828,1156243208,4.975,50.0,residential,1,0
2508,410209828,1155637956,72.449,50.0,residential,1,1
2509,410209828,410210107,98.467,50.0,residential,2,0
2510,410210096,849313316,132.753,50.0,residential,1,0
2511,410210096,410210103,551.558,50.0,residential,1,0
2512,410210096,410210117,194.675,50.0,residential,1,0
2513,410210103,410210096,551.558,50.0,residential,1,0
2514,410210103,410210105,156.11,50.0,residential,2,0
2515,410210103,8887759664,21.951999999999998,50.0,unclassified,1,0
2516,410210105,5617979005,130.024,50.0,residential,2,0
2517,410210105,410210103,156.11,50.0,residential,2,0
2518,410210105,5617979332,83.313,50.0,residential,1,0
2519,410210107,410210117,123.273,50.0,residential,2,0
2520,410210107,410209828,98.467,50.0,residential,2,0
2521,410210107,1156243065,84.522,30.0,residential,1,0
2522,410210117,410210107,123.273,50.0,residential,2,0
2523,410210117,410210096,194.675,50.0,residential,1,0
2524,410210117,5617979005,140.051,50.0,residential,2,0
2525,410210121,1156243178,63.592,50.0,residential,1,0
2526,410210121,849313316,87.976,50.0,residential,1,0
2527,410210121,1155637851,124.68400000000001,50.0,residential,1,0
2528,410210121,2757804972,56.291,50.0,residential,1,0
2529,410210351,410210354,15.707,50.0,residential,1,1
2530,410210351,1156251700,35.801,70.0,primary,1,1
2531,410210354,417762831,320.505,70.0,primary,1,1
2532,410212795,282458178,67.605,50.0,residential,1,1
2533,410212795,410212890,125.013,50.0,residential,1,1
2534,410212890,6269826300,80.92599999999999,50.0,residential,1,0
2535,411814102,354043320,26.46,50.0,residential,1,0
2536,411814102,409693882,10.705,30.0,residential,1,1
2537,411814102,354043377,24.013,70.0,tertiary,2,1
2538,411814882,354044825,18.89,70.0,tertiary,1,1
2539,411814882,409693240,38.462,50.0,tertiary_link,1,1
2540,411815423,3060912304,102.223,50.0,motorway_link,1,1
2541,411815423,411816145,135.159,70.0,secondary,4,1
2542,411815424,10829002290,63.826,50.0,secondary,1,1
2543,411816145,4708890371,15.007,50.0,motorway_link,1,1
2544,411816145,411815424,21.796,50.0,secondary,1,1
2545,411816372,287081614,454.308,50.0,secondary,2,1
2546,411859454,603554347,13.509,50.0,tertiary,1,1
2547,412270798,412271185,192.352,30.0,residential,1,1
2548,412270798,412272507,73.17399999999999,50.0,residential,1,0
2549,412270806,412271185,35.111,30.0,residential,1,0
2550,412270811,412271453,197.44799999999998,30.0,residential,1,1
2551,412270811,412270939,72.78999999999999,30.0,residential,1,1
2552,412270939,343325168,77.06,30.0,tertiary,1,1
2553,412271185,412270806,35.111,30.0,residential,1,0
2554,412271185,412270811,131.226,30.0,residential,1,1
2555,412271453,412270798,124.115,30.0,residential,1,1
2556,412271453,343325366,80.682,30.0,residential,1,0
2557,412272507,1622273920,16.735,50.0,tertiary,1,1
2558,412272507,412270798,73.17399999999999,50.0,residential,1,0
2559,412272583,5861656576,16.152,30.0,residential,1,0
2560,412272584,343415874,111.31,50.0,tertiary,1,1
2561,412272584,5861656575,36.273,50.0,residential,1,0
2562,412398379,1627588,54.929,50.0,residential,1,0
2563,412398654,343330142,30.516,50.0,tertiary,1,1
2564,412398654,3725504654,112.94,30.0,residential,1,1
2565,412398719,332204071,55.744,50.0,tertiary,1,1
2566,412398836,799400621,71.739,30.0,residential,1,1
2567,412398836,412398719,192.379,30.0,residential,1,1
2568,412398841,412398719,54.787,50.0,tertiary,1,1
2569,412398841,412398897,198.991,30.0,residential,1,1
2570,412398897,9875349279,52.638,30.0,residential,1,0
2571,412398897,412398836,82.11500000000001,30.0,residential,1,1
2572,412399295,412399663,119.007,30.0,residential,1,1
2573,412399336,412399337,82.259,30.0,residential,1,1
2574,412399336,412399295,329.86,30.0,residential,1,1
2575,412399337,412399703,65.884,30.0,residential,1,1
2576,412399337,29944865,57.338,50.0,tertiary,2,1
2577,412399663,412399336,110.369,30.0,residential,1,1
2578,412399694,412399993,65.587,50.0,residential,1,1
2579,412399703,412399827,93.746,50.0,residential,1,1
2580,412399703,412399694,152.181,30.0,residential,1,1
2581,412399827,412399694,91.713,50.0,residential,1,1
2582,412399827,1226807,71.959,50.0,residential,1,1
2583,412399993,345342110,52.204,50.0,residential,1,0
2584,412399993,2469848149,117.49799999999999,30.0,residential,1,1
2585,412400474,1226807,40.945,50.0,secondary_link,1,1
2586,412400474,412401592,42.602000000000004,50.0,secondary,2,1
2587,412401317,412401592,50.607,50.0,secondary_link,1,1
2588,412401317,1226807,28.341,50.0,secondary,2,1
2589,412401592,33388443,268.009,50.0,secondary,2,1
2590,412401592,531952045,257.73199999999997,30.0,residential,1,1
2591,412402858,2403217894,101.323,30.0,residential,1,1
2592,412402858,1941637478,126.614,50.0,tertiary,1,1
2593,412403926,412406205,33.633,30.0,residential,1,1
2594,412403935,412402858,102.663,30.0,residential,1,1
2595,412403935,412403937,75.609,30.0,residential,1,1
2596,412403937,412403926,69.153,30.0,residential,1,1
2597,412404248,412404249,142.191,30.0,residential,1,1
2598,412404248,412404986,71.289,30.0,residential,1,1
2599,412404249,412404251,68.30799999999999,30.0,residential,1,1
2600,412404251,412404418,73.481,50.0,tertiary,1,1
2601,412404251,412404252,207.57199999999997,30.0,residential,1,1
2602,412404252,2469848123,52.391,30.0,residential,1,1
2603,412404375,412520635,58.253,30.0,residential,1,1
2604,412404375,334712025,108.287,50.0,tertiary,1,1
2605,412404411,412404413,92.256,30.0,residential,1,1
2606,412404411,334712025,49.554,50.0,tertiary,1,1
2607,412404413,412405984,39.022000000000006,30.0,residential,1,1
2608,412404416,412404249,47.173,30.0,residential,1,1
2609,412404416,412404418,72.166,30.0,residential,1,1
2610,412404418,412404411,65.353,50.0,tertiary,1,1
2611,412404418,412404419,66.169,30.0,residential,1,0
2612,412404419,412404418,66.169,30.0,residential,1,0
2613,412404986,412403926,32.552,30.0,residential,1,1
2614,412405029,9400490651,31.335,30.0,residential,1,0
2615,412405070,412520622,6.419,30.0,residential,1,1
2616,412405072,412404375,107.142,50.0,tertiary,1,1
2617,412405984,412404416,33.456,30.0,residential,1,1
2618,412405984,4484352857,142.341,30.0,residential,1,1
2619,412406205,412406223,92.631,30.0,residential,1,1
2620,412406205,267817909,62.897000000000006,30.0,residential,1,1
2621,412406223,9400490651,69.82900000000001,30.0,residential,1,1
2622,412514505,340370102,29.811,50.0,tertiary,1,1
2623,412514552,412514559,37.395,30.0,residential,1,1
2624,412514552,412516707,85.174,30.0,residential,1,0
2625,412514559,412514505,67.08,30.0,residential,1,1
2626,412516707,412514552,85.174,30.0,residential,1,0
2627,412516881,412514552,39.555,30.0,residential,1,1
2628,412516881,412517013,43.003,30.0,residential,1,0
2629,412517013,412516881,43.003,30.0,residential,1,0
2630,412517044,412517359,65.752,30.0,residential,1,1
2631,412517044,289089573,61.027,50.0,tertiary,1,1
2632,412517359,412518129,58.714,30.0,residential,1,0
2633,412517359,412517417,119.12500000000001,30.0,residential,1,1
2634,412517417,340005844,70.158,50.0,tertiary,1,1
2635,412518129,412517359,58.714,30.0,residential,1,0
2636,412518129,340006835,138.959,30.0,residential,1,1
2637,412518361,352936063,37.628,50.0,tertiary,1,1
2638,412518361,412518375,45.263999999999996,50.0,residential,1,0
2639,412518375,412518361,45.264,50.0,residential,1,0
2640,412518425,412518430,57.251,50.0,tertiary,2,0
2641,412518425,2138044998,25.369,50.0,tertiary,2,0
2642,412518425,412518429,91.143,30.0,residential,1,1
2643,412518429,352936093,53.4,50.0,residential,1,1
2644,412518430,1187734218,11.156,50.0,tertiary,2,0
2645,412518430,412518425,57.251,50.0,tertiary,2,0
2646,412518436,412518429,57.666,50.0,residential,1,1
2647,412518478,412518639,184.369,50.0,residential,1,1
2648,412518478,1672308816,54.253,30.0,residential,1,1
2649,412518614,267816148,123.10900000000001,50.0,tertiary,1,1
2650,412518614,412518639,98.95100000000001,50.0,residential,1,1
2651,412518639,412518430,53.849,50.0,residential,1,1
2652,412518853,412519014,66.434,30.0,residential,1,1
2653,412518853,1643304637,66.107,50.0,residential,1,0
2654,412518853,412519048,78.922,30.0,residential,1,1
2655,412518857,352934365,146.56,50.0,tertiary,2,0
2656,412518857,412518961,74.551,30.0,residential,1,1
2657,412518857,1627580,77.801,50.0,tertiary,2,0
2658,412518859,412518961,74.94,30.0,residential,1,1
2659,412518859,412518853,25.803,30.0,residential,1,1
2660,412518961,412519014,55.787,30.0,residential,1,1
2661,412519014,3676466165,116.373,30.0,residential,1,1
2662,412519048,440077889,84.295,30.0,residential,1,0
2663,412519048,267816148,78.839,30.0,residential,1,0
2664,412519273,362653246,46.249,30.0,residential,1,0
2665,412519273,412519569,76.657,30.0,residential,1,1
2666,412519273,362653249,102.791,30.0,residential,1,1
2667,412519563,412520370,34.134,30.0,residential,1,1
2668,412519569,412519563,54.289,30.0,residential,1,1
2669,412519569,412519635,33.812,30.0,residential,1,1
2670,412519623,362653249,74.283,50.0,tertiary,1,1
2671,412519635,412519623,71.882,30.0,residential,1,1
2672,412519635,412520370,55.536,30.0,residential,1,1
2673,412519643,340008586,52.717,50.0,tertiary,2,0
2674,412519643,412519798,11.35,50.0,tertiary,2,0
2675,412519703,289089573,60.387,50.0,tertiary,1,1
2676,412519703,412519798,181.986,30.0,residential,1,1
2677,412519798,412519643,11.35,50.0,tertiary,2,0
2678,412519798,286367279,63.19,50.0,tertiary,2,0
2679,412519847,412520369,94.302,50.0,residential,1,1
2680,412519847,9399427381,149.85199999999998,50.0,tertiary,2,1
2681,412520369,412519563,72.904,30.0,residential,1,1
2682,412520369,12897960675,69.628,50.0,tertiary,1,1
2683,412520370,412519643,82.576,30.0,residential,1,1
2684,412520622,412405072,70.713,30.0,residential,1,1
2685,412520622,412520635,152.87199999999999,30.0,residential,1,1
2686,412520635,412404413,19.009,30.0,residential,1,1
2687,412521186,10578430746,91.817,50.0,tertiary,1,1
2688,412521186,287571173,354.056,30.0,residential,1,1
2689,412521761,412521855,27.594,50.0,residential,1,0
2690,412521761,412521763,119.321,50.0,residential,1,0
2691,412521761,2469958071,112.962,50.0,residential,2,0
2692,412521763,412521761,119.321,50.0,residential,1,0
2693,412521855,412521761,27.594,50.0,residential,1,0
